Rs,Qs,Ns
34712;yeah 45 ,What's the length of the world's longest music video in minutes by 2010?,2
30973;43 ,What's the length of the world's longest music video in minutes by 2010?,2
34681;boom ,What's the length of the world's longest music video in minutes by 2010?,2
20720;thriller was 15 ,What's the length of the world's longest music video in minutes by 2010?,2
34308;oh ,What's the length of the world's longest music video in minutes by 2010?,2
30029;LOL ,What's the length of the world's longest music video in minutes by 2010?,2
20720;i listened to it too much ,What's the length of the world's longest music video in minutes by 2010?,2
34588;,What's the length of the world's longest music video in minutes by 2010?,2
34776;,What's the length of the world's longest music video in minutes by 2010?,2
30029;awks,What's the length of the world's longest music video in minutes by 2010?,2
34681;,What's the length of the world's longest music video in minutes by 2010?,2
30029;you must be old ,What's the length of the world's longest music video in minutes by 2010?,2
34693;guys ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
34693;I looked this up yesterday ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
34776;what?? ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
"30029;i dont know anything about money, thats why i am doing this ",What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
20720;SERIOUSLY ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
34693;and I know for a fact that it was 48000 in 2011 ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
34693;true story ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
30029;i need $$$ ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
34776;fantastico ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
34308;i believe that ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
30973;so this is for 2010 ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
20720;if you fail us... ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
34693;so maybe a bit less in 2010? ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
34776;all your 34693 ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
34693;lolol ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
34712;take the inflation rate ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
34712;reduce it ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
34776;45 ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
34712;walaah 2010 ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
34308;i think it was slightly lower like 45 or 46 ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
34681;sounds good ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
34712;hope we didnt fuck up the inflation rate ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
34693;4% inflation.. ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
34712;tho ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
30973;45000 ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
20720;alright 46 folks? ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
34681;what question are we on? ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
30973;46000 ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
34693;46-47 I bet,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
30973;,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
34776;,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
34308;46 ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
34588;46 it is  ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
20720;46 ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
30029;45500 ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
30973;46001 ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
20720;THE PRICE IS RIGHT ,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
30973;,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
34776;,What was the U.S. GDP per capita (income per person) in 2010 according to World Bank?,6
30029;definitely not 25 mil ,What was the population of London in July 2010?,4
34776;how many people live in new york? ,What was the population of London in July 2010?,4
20720;okay anyone not in the millions you are out ,What was the population of London in July 2010?,4
"34308;compared to philadelphia, does anyone know how large london is?  ",What was the population of London in July 2010?,4
34776;i think more are in london ,What was the population of London in July 2010?,4
34712;2-5 million  ,What was the population of London in July 2010?,4
34712;sounds right ,What was the population of London in July 2010?,4
20720;more than philly ,What was the population of London in July 2010?,4
34308;3 million is philly  ,What was the population of London in July 2010?,4
30029;philadelphia is tiny compared to london ,What was the population of London in July 2010?,4
34712;most populous cities are around that ,What was the population of London in July 2010?,4
34588;yeah more than philly  ,What was the population of London in July 2010?,4
20720;10 then ,What was the population of London in July 2010?,4
34776;so maybe 7 mil? ,What was the population of London in July 2010?,4
30029;london is easily 8-15 ,What was the population of London in July 2010?,4
34308;too high?  ,What was the population of London in July 2010?,4
30029;in that range ,What was the population of London in July 2010?,4
34308;okay  ,What was the population of London in July 2010?,4
20720;how many in nyc? ,What was the population of London in July 2010?,4
34776;10 ,What was the population of London in July 2010?,4
30973;8 mil ,What was the population of London in July 2010?,4
20720;15 rigth? ,What was the population of London in July 2010?,4
20720;*right? ,What was the population of London in July 2010?,4
34712;london is not bangkok ,What was the population of London in July 2010?,4
34693;no one knows haha ,What was the population of London in July 2010?,4
34588;no thats too high  ,What was the population of London in July 2010?,4
34712;15- too high ,What was the population of London in July 2010?,4
30029;nyc i think is 8-10 ,What was the population of London in July 2010?,4
34693;,What was the population of London in July 2010?,4
34776;,What was the population of London in July 2010?,4
34308;so 7-8?,What was the population of London in July 2010?,4
30973;9 mil lond,What was the population of London in July 2010?,4
20720;okay london should be 7 ,What was the population of London in July 2010?,4
34712;5-7 ,What was the population of London in July 2010?,4
34776;who said 1 billion? ,What was the population of London in July 2010?,4
34308;7  ,What was the population of London in July 2010?,4
20720;7 ,What was the population of London in July 2010?,4
30973;7 mil ,What was the population of London in July 2010?,4
30029;im going to say 10 ,What was the population of London in July 2010?,4
34712;7 ,What was the population of London in July 2010?,4
34681;7 ,What was the population of London in July 2010?,4
34308;don't! ,What was the population of London in July 2010?,4
30973;7 ,What was the population of London in July 2010?,4
34308;,What was the population of London in July 2010?,4
34776;,What was the population of London in July 2010?,4
30973;,What was the population of London in July 2010?,4
30973;uh ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
34681;hmmmm ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
34308;okay so 10-20?  ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
30973;i say 13 ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
30029;oops ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
30029;i would say 10% ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
30029;whats the minimum income? ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
34712;10-15 to keep shit vague ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
"34776;think of all the babies, students, and poor people ",What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
34693;does this count people who arent working? ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
30029;like 20k? ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
20720;i feel like this is just a f'ed up version of Who Wants to Be a Millionaire... ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
34693;like children? ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
